,Loyalty Number,Points Accumulated D0,Points Accumulated D1,Points Accumulated D2,Points Redeemed D0,Points Redeemed D1,Points Redeemed D2,Distance D0,Distance D1,Distance D2,Total Flights D0,Total Flights D1,Total Flights D2,SUM Points Accumulated,SUM Points Redeemed,SUM Distance,SUM Total Flights
0,999986,-700.8321678321743,27076.031468531706,-246417.54545454765,2.639860139860195,-119.08741258741468,1392.2727272727466,-467.22144522144964,18050.68764568781,-164278.36363636513,-0.255244755244757,10.017482517482582,-92.00000000000055,88201.5,1199.0,58801.0,40.0
1,981395,-6.840346609911802,300.134752204317,1059.6363636363656,0.6836956521739137,-21.48413043478264,149.0054347826088,-6.840346609911802,300.134752204317,1059.6363636363656,0.0005548799027060048,0.04395408938887165,1.3789525691699618,81954.0,481.0,81954.0,49.0
2,989802,-7.332228640924267,189.69528124049816,2460.472332015811,-0.29851778656126426,11.006857707509875,-45.76333992094861,-7.332228640924267,189.69528124049816,2460.472332015811,-0.0030024323502584175,0.1311477652781998,1.2653162055335978,80032.0,741.0,80032.0,55.0
3,988921,9.04311340833082,-169.55783520827063,2863.003952569173,-0.9887503800547276,25.857889936150816,-69.10375494071157,9.04311340833082,-169.55783520827063,2863.003952569173,0.0022727272727272926,-0.06681818181818226,2.079545454545456,62156.0,1254.0,62156.0,41.0
4,988307,14.742710550319254,-244.77515506232916,3163.5943675889334,0.0,0.0,0.0,14.742710550319254,-244.77515506232916,3163.5943675889334,0.015703861356035274,-0.2882487078139255,2.7302371541502,74733.0,0.0,74733.0,56.0
5,987482,4.346153846153863,-138.60602006689,2292.4021739130444,0.0,0.0,0.0,4.346153846153863,-138.60602006689,2292.4021739130444,0.003906962602614786,-0.10289145636971746,1.6551383399209492,34732.0,0.0,34732.0,28.0
6,986288,-0.9114396473091946,-56.77444359987873,3612.8078063241114,-0.4424445120097288,9.405460626330186,-4.569169960474304,-0.9114396473091946,-56.77444359987873,3612.8078063241114,0.0009349346305868197,-0.007286409242931307,2.0251976284584994,65209.0,544.0,65209.0,51.0
7,986086,18.959432958346035,-424.7132152629989,4175.8226284585035,-1.2797354819093942,29.3612131346914,-35.56916996047448,18.959432958346035,-424.7132152629989,4175.8226284585035,0.005746427485557943,-0.14626938279112253,2.4051383399209514,65707.0,1684.0,65707.0,42.0
8,985757,22.607076619033148,-471.24169808452456,4051.3680830039543,-0.4441471571906353,8.348896321070235,15.652173913043404,22.607076619033148,-471.24169808452456,4051.3680830039543,0.007927941623593802,-0.14993767102462774,1.9639328063241115,66635.0,704.0,66635.0,41.0
9,983872,13.48971571906354,-260.12071906354527,833.2336956521756,0.0,0.0,0.0,13.48971571906354,-260.12071906354527,833.2336956521756,0.013879598662207357,-0.2695986622073581,0.8695652173913059,8061.0,0.0,8061.0,8.0
10,983199,16.01923076923078,-317.1807692307698,1041.2500000000025,0.0,0.0,0.0,16.01923076923078,-317.1807692307698,1041.2500000000025,0.009615384615384621,-0.19038461538461565,0.6250000000000023,8330.0,0.0,8330.0,5.0
11,979776,-2.6288917604134534,-94.30074946792435,4966.7831027668,0.0,0.0,0.0,-2.6288917604134534,-94.30074946792435,4966.7831027668,-0.0025767710550319,0.03268014594101503,2.242588932806326,78031.0,0.0,78031.0,51.0
12,948831,10.158285193067806,-283.75539069626046,4054.042490118577,0.0,0.0,0.0,10.158285193067806,-283.75539069626046,4054.042490118577,0.00978260869565218,-0.2536956521739133,2.7989130434782616,61946.0,0.0,61946.0,39.0
13,979598,29.813256308908514,-757.1227120705395,5802.994071146252,-0.30824718759501374,8.859657950744916,-32.0202569169961,29.813256308908514,-757.1227120705395,5802.994071146252,0.010649133475220448,-0.2962283368805113,3.153656126482216,58220.0,379.0,58220.0,39.0
14,978676,-13.181521739130412,376.2280434782607,1032.6684782608688,0.5216555183946482,-9.690518394648821,29.918478260869545,-13.181521739130412,376.2280434782607,1032.6684782608688,-0.002059896625114,0.08932350258437191,1.2623517786561274,73063.0,367.0,73063.0,47.0
15,977916,-3.366463970811766,91.26507753116387,2547.6729249011873,-0.35028884159318896,8.065047126786254,26.03754940711459,-3.366463970811766,91.26507753116387,2547.6729249011873,-0.006871389480085122,0.17874125874125868,1.00197628458498,72028.0,1328.0,72028.0,44.0
16,977676,11.980769230769234,-237.2192307692311,778.7500000000022,0.0,0.0,0.0,11.980769230769234,-237.2192307692311,778.7500000000022,0.009615384615384621,-0.19038461538461565,0.6250000000000023,6230.0,0.0,6230.0,5.0
17,976596,-7.526489814533253,367.43659318941866,-216.50741106719158,-0.282555487990271,10.479974156278523,-39.68626482213448,-7.526489814533253,367.43659318941866,-216.50741106719158,-0.008041958041958022,0.30539677713590735,-0.2588932806324095,68155.0,807.0,68155.0,46.0
18,976007,17.980297962906672,-520.7674490726669,5027.365612648223,0.09007297050775331,-5.343128610519923,68.14920948616604,17.980297962906672,-520.7674490726669,5027.365612648223,0.01108239586500457,-0.281407722712071,2.754940711462452,52530.0,474.0,52530.0,36.0
19,975949,28.46743691091519,-517.2720097294018,3609.048418972336,0.0,0.0,0.0,28.46743691091519,-517.2720097294018,3609.048418972336,0.012138948008513232,-0.2056476132563092,1.8838932806324133,70926.0,0.0,70926.0,43.0
20,975918,21.795530556400156,-387.08391608391713,4426.4614624505975,0.5618957129826695,-15.115653694131964,128.85029644268778,21.795530556400156,-387.08391608391713,4426.4614624505975,0.0052827607175433364,-0.02554727880814861,1.6991106719367604,96908.0,1311.0,96908.0,59.0
21,975387,10.093455457585911,-187.84812557008263,3163.5627470355757,0.19032380662815443,-2.2228777743995165,3.2198616600790704,10.093455457585911,-187.84812557008263,3163.5627470355757,0.004173000912131365,-0.0734554575858928,1.9412055335968394,69029.0,343.0,69029.0,45.0
22,989837,8.625000000000007,-170.77500000000032,560.6250000000016,0.0,0.0,0.0,8.625000000000007,-170.77500000000032,560.6250000000016,0.009615384615384621,-0.19038461538461565,0.6250000000000023,4485.0,0.0,4485.0,5.0
23,990512,12.174828975372478,-230.66094177561644,727.7966897233229,0.0,0.0,0.0,12.174828975372478,-230.66094177561644,727.7966897233229,0.008638643964730944,-0.16444435998783888,0.5209980237154178,15851.0,0.0,15851.0,11.0
